NewBrick,(-55.00, -4.00, -13.00)
NewBrick,(-55.00, -4.00, -11.00)
NewBrick,(-55.00, -4.00, -9.00)
NewBrick,(-55.00, -4.00, -7.00)
NewBrick,(-55.00, -4.00, -5.00)
NewBrick,(-53.00, -4.00, -13.00)
NewBrick,(-51.00, -4.00, -13.00)
NewBrick,(-49.00, -4.00, -13.00)
NewBrick,(-47.00, -4.00, -13.00)
NewBrick,(-47.00, -4.00, -21.00)
NewBrick,(-47.00, -4.00, -19.00)
NewBrick,(-47.00, -4.00, -17.00)
NewBrick,(-47.00, -4.00, -15.00)
NewBrick,(-45.00, -4.00, -21.00)
NewBrick,(-43.00, -4.00, -21.00)
NewBrick,(-41.00, -4.00, -21.00)
NewBrick,(-39.00, -4.00, -21.00)
NewBrick,(-39.00, -4.00, -19.00)
NewBrick,(-39.00, -4.00, -17.00)
NewBrick,(-39.00, -4.00, -15.00)
NewBrick,(-39.00, -4.00, -13.00)
NewBrick,(-39.00, -4.00, -11.00)
NewBrick,(-39.00, -4.00, -9.00)
NewBrick,(-43.00, -4.00, -9.00)
NewBrick,(-41.00, -4.00, -9.00)
NewBrick,(-43.00, -4.00, -7.00)
NewBrick,(-43.00, -4.00, -5.00)
NewBrick,(-53.00, -4.00, -5.00)
NewBrick,(-51.00, -4.00, -5.00)
NewBrick,(-49.00, -4.00, -5.00)
NewBrick,(-47.00, -4.00, -5.00)
NewBrick,(-45.00, -4.00, -5.00)
NewBrick,(-31.00, -4.00, -21.00)
NewBrick,(-29.00, -4.00, -21.00)
NewBrick,(-27.00, -4.00, -21.00)
NewBrick,(-25.00, -4.00, -21.00)
NewBrick,(-23.00, -4.00, -21.00)
NewBrick,(-23.00, -4.00, -19.00)
NewBrick,(-23.00, -4.00, -17.00)
NewBrick,(-23.00, -4.00, -15.00)
NewBrick,(-23.00, -4.00, -13.00)
NewBrick,(-21.00, -4.00, -13.00)
NewBrick,(-19.00, -4.00, -13.00)
NewBrick,(-17.00, -4.00, -13.00)
NewBrick,(-15.00, -4.00, -13.00)
NewBrick,(-15.00, -4.00, -11.00)
NewBrick,(-15.00, -4.00, -9.00)
NewBrick,(-15.00, -4.00, -7.00)
NewBrick,(-15.00, -4.00, -5.00)
NewBrick,(-27.00, -4.00, -5.00)
NewBrick,(-25.00, -4.00, -5.00)
NewBrick,(-23.00, -4.00, -5.00)
NewBrick,(-21.00, -4.00, -5.00)
NewBrick,(-19.00, -4.00, -5.00)
NewBrick,(-17.00, -4.00, -5.00)
NewBrick,(-27.00, -4.00, -9.00)
NewBrick,(-27.00, -4.00, -7.00)
NewBrick,(-31.00, -4.00, -9.00)
NewBrick,(-29.00, -4.00, -9.00)
NewBrick,(-31.00, -4.00, -19.00)
NewBrick,(-31.00, -4.00, -17.00)
NewBrick,(-31.00, -4.00, -15.00)
NewBrick,(-31.00, -4.00, -13.00)
NewBrick,(-31.00, -4.00, -11.00)
NewBrick,(-55.00, -4.00, 3.00)
NewBrick,(-53.00, -4.00, 3.00)
NewBrick,(-51.00, -4.00, 3.00)
NewBrick,(-49.00, -4.00, 3.00)
NewBrick,(-47.00, -4.00, 3.00)
